stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone
2444,,Ruppichteroth Berg Abzw.,,50.819933,7.422622,,,0,,
2446,,Ruppichteroth Winterscheid Kirche,,50.814843,7.376350,,,0,,
2447,,Ruppichteroth Weiher,,50.815545,7.370936,,,0,,
2448,,Ruppichteroth Schreckenberg Ort,,50.812722,7.362524,,,0,,
2449,,Ruppichteroth Kuchem,,50.824284,7.421875,,,0,,
2450,,Ruppichteroth Hänscheid,,50.835447,7.424272,,,0,,
2454,,Overath Burg,,50.936852,7.302585,,,0,,
2455,,Overath Büscherhöfchen,,50.935639,7.310504,,,0,,
2458,,Eitorf Schulzentrum,,50.773804,7.450583,,,0,,
2459,,Eitorf Markt/Brückenstr.,,50.772306,7.450267,,,0,,
2460,,Eitorf Markt,,50.770394,7.449358,,,0,,
2461,,Eitorf Bf,,50.773744,7.446668,,,0,,
2462,,Hennef Weldergoven Ort,,50.778120,7.313183,,,0,,
2463,,Hennef Müschmühle,,50.782335,7.306097,,,0,,
2464,,Hennef Bauhof Gilliam,,50.781187,7.321053,,,0,,
2465,,Hennef Lauthausen Sportplatz,,50.777504,7.326337,,,0,,
2466,,Hennef Lauthausen Mitte,,50.776166,7.328610,,,0,,
2467,,Hennef Oberauel,,50.773109,7.350513,,,0,,
2468,,Hennef Kningelthal,,50.778814,7.352336,,,0,,
2469,,Hennef Bödingen Friedhof,,50.780096,7.344929,,,0,,
2470,,Hennef Bödingen Kloster,,50.783391,7.342131,,,0,,
2471,,Hennef Bödingen Altersheim,,50.785145,7.338125,,,0,,
2472,,Hennef Altenbödingen,,50.783170,7.332439,,,0,,
2479,,Eitorf Rankenhohn Abzw.,,50.810097,7.466251,,,0,,
2480,,Eitorf Lüttershausen Abzw.,,50.803306,7.473713,,,0,,
2481,,Eitorf Kreisfeld,,50.805628,7.470622,,,0,,
2482,,Eitorf Oberottersbach,,50.799813,7.479036,,,0,,
2483,,Eitorf Niederottersbach,,50.789406,7.484437,,,0,,
2484,,Eitorf Köttingen,,50.783568,7.484054,,,0,,
2485,,Eitorf Kehlenbach Abzw.,,50.779545,7.483005,,,0,,
2486,,Eitorf Halft,,50.774062,7.477231,,,0,,
2487,,Eitorf Baleroth Abzw.,,50.776500,7.468546,,,0,,
2488,,Eitorf Probach,,50.777722,7.463635,,,0,,
2489,,Eitorf Kelters,,50.777521,7.455250,,,0,,
2490,,Eitorf Rankenhohn,,50.806688,7.463576,,,0,,
2491,,Eitorf Grengel,,50.803177,7.462473,,,0,,
2492,,Eitorf Oberbohlscheid,,50.795632,7.454777,,,0,,
2493,,Eitorf Niederbohlscheid,,50.787611,7.452089,,,0,,
2495,,Overath Haus Aggerblick,,50.937261,7.298115,,,0,,
2502,,Königswinter Pleiserhohn,,50.725439,7.290818,,,0,,
2503,,Königswinter Pleiserhohn Campingplatz,,50.719285,7.286344,,,0,,
2504,,Königswinter Eisbach Abzw.,,50.714325,7.279596,,,0,,
2505,,Sankt Augustin Buschberg,,50.780607,7.228530,,,0,,
2507,,Hennef Helenenstift,,50.772987,7.267743,,,0,,
2508,,Troisdorf Müllekovener Str.,,50.775683,7.101482,,,0,,
2509,,Troisdorf Breitestr.,,50.772527,7.096828,,,0,,
2512,,Hennef Bröl Dorfplatz,,50.790304,7.329621,,,0,,
2513,,Bonn Fahrenheitstr.,,50.696852,7.057992,,,0,,
2514,,Bonn Heinkelstr.,,50.694267,7.052598,,,0,,
2516,,Bonn Im Erlenbusch,,50.689849,7.085303,,,0,,
2517,,Bonn Goldbergweg,,50.671354,7.152128,,,0,,
2518,,Bonn Muffendorfer Str.,,50.674884,7.156034,,,0,,
2519,,Bonn Wasserturmstr.,,50.698318,7.083347,,,0,,
2520,,Bonn Uniklinikum Hauptpforte,,50.700029,7.103175,,,0,,
2523,,Bonn Gerhard-Domagk-Str.,,50.735186,7.071534,,,0,,
2524,,Bonn Biskuithalle,,50.737406,7.069601,,,0,,
2525,,Bonn Frongasse,,50.727518,7.074432,,,0,,
2526,,Bonn Heilsbachstr.,,50.712486,7.043874,,,0,,
2527,,Bonn Duisdorf Neuer Friedhof,,50.718718,7.042667,,,0,,
2528,,Bonn Hallestr.,,50.701150,7.059872,,,0,,
2529,,Bonn Borsigallee,,50.699662,7.057418,,,0,,
2530,,Bonn Weierbornstr.,,50.709860,7.049974,,,0,,
2531,,Bonn Graurheindorf Friedhof,,50.762997,7.074763,,,0,,
2532,,Bonn Graurheindorf Sportplatz,,50.761551,7.075623,,,0,,
2533,,Bonn Posener Weg,,50.749024,7.051446,,,0,,
2534,,Bonn Peter-Klein-Str.,,50.754775,7.054721,,,0,,
2535,,Bonn Im Bonnet,,50.749137,7.157154,,,0,,
2536,,Bonn Im Uckerfeld,,50.701230,7.083358,,,0,,
2537,,Sankt Augustin Otto-Von-Guericke-Str.,,50.788423,7.177639,,,0,,
2538,,Sankt Augustin Einsteinstr.,,50.791208,7.180503,,,0,,
2539,,Bad Honnef Feilweg,,50.634872,7.229602,,,0,,
2540,,Bad Honnef Selhof Sparkasse,,50.635823,7.231521,,,0,,
2542,,Bonn An Der Nesselburg,,50.661823,7.180987,,,0,,
2543,,Wachtberg Heidegartenweg,,50.626781,7.103127,,,0,,
2544,,Euskirchen Grenzweg,,50.607954,6.790632,,,0,,
2545,,Leverkusen Europaring,,51.027355,6.990597,,,0,,
2546,,Leichlingen Montanusstr.,,51.105617,7.018485,,,0,,
2547,,Kürten Schulzentrum,,51.050275,7.265363,,,0,,
2549,,Remscheid Schwarzer Weg,,51.154525,7.267699,,,0,,
2550,,Wiehl Firma Merten,,50.966573,7.527792,,,0,,
2551,,Wiehl Robert-Koch-Str.,,50.965059,7.530134,,,0,,
2552,,Bad Münstereifel Otterbach,,50.562161,6.762146,,,0,,
2553,,Bonn Friedhof Om Berg,,50.737450,7.197198,,,0,,
2554,,Bonn Lärchenstr.,,50.760975,7.054945,,,0,,
2555,,Bonn Vilich-Müldorf Kirche,,50.755966,7.145660,,,0,,
2556,,Wiehl Werner-Von-Siemens-Str.,,50.970366,7.527191,,,0,,
2557,,Much Oberhausen Abzw.,,50.870255,7.396778,,,0,,
2558,,Weilerswist Gewerbegebiet,,50.749789,6.849657,,,0,,
2559,,Weilerswist Wilhelmshof,,50.740705,6.875715,,,0,,
2560,,Weilerswist Metternich Friedhof,,50.733482,6.889349,,,0,,
2563,,Troisdorf Friedrich-Wilhelmshütte Kirche,,50.802513,7.151224,,,0,,
2564,,Leverkusen Erholungshaus,,51.034310,6.981250,,,0,,
2567,,Bornheim Siegesstr.,,50.756032,7.008152,,,0,,
2570,,Unkel Fritz-Henkel-Str.,,50.600970,7.217728,,,0,,
2571,,Unkel Schulstr.,,50.598468,7.218836,,,0,,
2573,,Overath Hallenbad,,50.929584,7.283520,,,0,,
2574,,Weilerswist Hovenerhof,,50.746526,6.866671,,,0,,
2575,,Hürth Fischenicher Str.,,50.862402,6.884330,,,0,,
2576,,Bonn An Den Markthallen,,50.739849,7.085368,,,0,,
2577,,Bonn Dachsweg,,50.695050,7.032390,,,0,,
2579,,Overath Großhurdener Berg,,50.953682,7.249785,,,0,,
2580,,Pulheim Lindenstr.,,50.996415,6.805924,,,0,,
2584,,Euskirchen Trotzenberg,,50.651888,6.738344,,,0,,
2588,,Erftstadt Balkhausener Str.,,50.840993,6.739127,,,0,,
2590,,Pulheim Sinnersdorfer Feld,,51.027597,6.821475,,,0,,
2601,,Bad Münstereifel Sperlingsweg,,50.561695,6.757792,,,0,,
2602,,Köln Mühlenbach,,50.933217,6.957540,,,0,,
2607,,Frechen Othmarstr.,,50.908450,6.814497,,,0,,
2608,,Köln Brauweiler Str.,,50.948612,6.824961,,,0,,
2612,,Frechen Am Alten Bahnhof,,50.912132,6.822766,,,0,,
2615,,Hellenthal Weißer Stein Parkplatz,,50.407584,6.370436,,,0,,
2616,,Hellenthal Neuhof,,50.411758,6.401911,,,0,,
2618,,Hennef Obere Siegstr.,,50.772596,7.291847,,,0,,
2620,,Blankenheim Blankenheimerdorf Mitte,,50.440811,6.626053,,,0,,
2621,,Odenthal Hauptstr.,,51.059934,7.123366,,,0,,
2622,,Langenfeld Rathaus,,51.113375,6.951151,,,0,,
2623,,Bergisch Gladbach Jakobstr.,,50.991283,7.118787,,,0,,
2625,,Blankenheim Blankenheimerdorf Brücke,,50.444592,6.616769,,,0,,
2626,,Wipperfürth Klosterplatz,,51.115019,7.396837,,,0,,
2627,,Nettersheim Südstr.,,50.487698,6.621812,,,0,,
2628,,Rösrath Pannhof,,50.892121,7.185299,,,0,,
2630,,Rösrath Brückenweg,,50.895924,7.174579,,,0,,
2631,,Overath Mucher Str.,,50.923838,7.315107,,,0,,
2632,,Waldbröl Wolfsschlucht,,50.888360,7.619346,,,0,,
2633,,Dahlem Mittelstr.,,50.416356,6.559686,,,0,,
2636,,Solingen Höhscheider Hof,,51.150643,7.050905,,,0,,
2637,,Leverkusen Ulrichstr.,,51.079675,6.995439,,,0,,
2640,,Bedburg Pfarrer-Stein-Str.,,50.983108,6.525967,,,0,,
2641,,Bergheim Am Lindenberg,,50.992303,6.725648,,,0,,
2642,,Bergheim Silverbergstr.,,50.983082,6.665025,,,0,,
2646,,Titz Hohe Str.,,50.961966,6.462415,,,0,,
2648,,Bedburg Grottenherten,,50.995883,6.488321,,,0,,
2649,,Bergheim Frauweiler Hof,,51.002408,6.652309,,,0,,
2650,,Siegburg Kaserne,,50.807305,7.195876,,,0,,
2651,,Weilerswist Eifelweg,,50.716403,6.874993,,,0,,
2652,,Sankt Augustin Meindorf Wasserwerke,,50.772700,7.133210,,,0,,
2653,,Troisdorf Oberlar Friedhof,,50.813607,7.130029,,,0,,
2654,,Troisdorf Im Wiesengrund,,50.827061,7.127572,,,0,,
2656,,Troisdorf Belgische Allee,,50.835511,7.110670,,,0,,
2657,,Troisdorf Brüsseler Str.,,50.839303,7.107054,,,0,,
2659,,Wermelskirchen Rattenburg,,51.148218,7.259866,,,0,,
2660,,Wermelskirchen Buchholzen,,51.136967,7.257059,,,0,,
2661,,Wermelskirchen Unterdurholzen,,51.133894,7.261933,,,0,,
2662,,Wermelskirchen Oberdurholzen,,51.136746,7.268312,,,0,,
2664,,Troisdorf Kuttgasse,,50.811571,7.158839,,,0,,
2665,,Siegburg Feuerwache,,50.799510,7.212472,,,0,,
2666,,Troisdorf Spich Grundschule,,50.822448,7.114589,,,0,,
2667,,Bonn Brüdergasse/Bertha-Von-Suttner-Platz,,50.736768,7.104223,,,0,,
2668,,Troisdorf Rotter See,,50.809552,7.116069,,,0,,
2669,,Troisdorf Bremer Str.,,50.811352,7.114963,,,0,,
2671,,Troisdorf Nahestr.,,50.806748,7.156620,,,0,,
2672,,Troisdorf Oberlar Kirche,,50.813867,7.142082,,,0,,
2673,,Bonn Loeschckestr.,,50.711257,7.113576,,,0,,
2674,,Siegburg Hochhauser Weg,,50.826569,7.281372,,,0,,
2675,,Königswinter Longenburg (Bus),,50.684400,7.186012,,,0,,
2676,,Hennef Warth Friedhof,,50.768176,7.305292,,,0,,
2677,,Buchholz (Westerw) Wendehammer,,50.704864,7.389760,,,0,,
2678,,Buchholz (Westerw) Wertenbruch Abzw.,,50.705317,7.377414,,,0,,
2679,,Buchholz (Westerw) Krautscheid,,50.701464,7.377868,,,0,,
2681,,Buchholz (Westerw) Hammelshahn,,50.693649,7.379634,,,0,,
2682,,Buchholz (Westerw) Dürenberg,,50.693326,7.404365,,,0,,
2683,,Buchholz (Westerw) Wahl,,50.684888,7.401877,,,0,,
2684,,Asbach (Westerw) Rindhausen,,50.676397,7.403689,,,0,,
2690,,Buchholz (Westerw) Oberscheid,,50.696237,7.409731,,,0,,
2691,,Buchholz (Westerw) Buchholz Grundschule,,50.686963,7.393773,,,0,,
2692,,Buchholz (Westerw) Buchholzstr.,,50.699294,7.430362,,,0,,
2693,,Buchholz (Westerw) Neuwieder Str.,,50.697800,7.435596,,,0,,
2694,,"Asbach (Westerw) Hurtenbach, Eitorfer Str.",,50.688893,7.438310,,,0,,
2695,,Asbach (Westerw) Eitorfer Str.,,50.683029,7.433475,,,0,,
2696,,Asbach (Westerw) Hussen,,50.678053,7.436012,,,0,,
2697,,Asbach (Westerw) Zurheiden Abzw.,,50.668718,7.432629,,,0,,
2698,,Asbach (Westerw) Asbach Markt,,50.666564,7.427245,,,0,,
2701,,Asbach (Westerw) Honnefer Str.,,50.665871,7.420660,,,0,,
2702,,Asbach (Westerw) Kirche,,50.685140,7.443799,,,0,,
2703,,Asbach (Westerw) Vorteil Center,,50.660117,7.421434,,,0,,
2712,,Radevormwald Heidt,,51.217483,7.350528,,,0,,
2717,,Hennef Forellenweg,,50.765122,7.299466,,,0,,
2718,,Hennef Am Bürgerberg,,50.762087,7.301565,,,0,,
2719,,Hennef Edgovenstr.,,50.760471,7.305403,,,0,,
2722,,Buchholz (Westerw) Kölsch-Büllesbach,,50.707763,7.381153,,,0,,
2724,,Bonn Geschwister-Scholl-Str.,,50.709650,7.054373,,,0,,
2725,,Buchholz (Westerw) Krummenast Abzw.,,50.683106,7.387023,,,0,,
2726,,Hennef Ackerstr.,,50.732388,7.365673,,,0,,
2727,,Bonn Hindenburgallee,,50.696328,7.146583,,,0,,
2730,,Siegburg Deutzer-Hof-Str.,,50.811346,7.234232,,,0,,
2731,,Siegburg Barbarastr.,,50.808057,7.229847,,,0,,
2733,,Bonn Hohenzollernstr.,,50.693133,7.152435,,,0,,
2734,,Ruppichteroth Hatterscheid Ort,,50.814771,7.400528,,,0,,
2735,,Bornheim Siemenacker,,50.766967,7.043442,,,0,,
2736,,Niederkassel Rathausplatz,,50.813264,7.036287,,,0,,
2737,,Bad Honnef Am Spitzenbach,,50.648826,7.214908,,,0,,
2738,,Bonn Hedwigschule,,50.751193,7.077752,,,0,,
2742,,Bonn Katzenloch,,50.694756,7.078722,,,0,,
2743,,Troisdorf Im Grund,,50.813622,7.168624,,,0,,
2744,,Ruppichteroth Herrenbröl,,50.838222,7.448620,,,0,,
2746,,Hürth Luxemburger Str.,,50.866720,6.876741,,,0,,
2747,,Brühl Max-Ernst-Museum,,50.830432,6.910552,,,0,,
2748,,Alfter Jägerstr.,,50.750066,7.019133,,,0,,
2749,,Bonn Kirschallee,,50.720805,7.091598,,,0,,
2751,,Köln Gemarkenstr.,,50.972313,7.078921,,,0,,
2752,,Königswinter Berghausen Abzw.,,50.705725,7.306840,,,0,,
2753,,Gummersbach Albert-Schweitzer-Platz,,51.014320,7.566927,,,0,,
2754,,Bergheim Albert-Schweitzer-Str.,,50.936088,6.677342,,,0,,
2756,,Bergheim Auerhahnweg,,50.936905,6.672816,,,0,,
2757,,Bergheim Lupinenweg,,50.932541,6.675071,,,0,,
2758,,Bonn Zietenstr.,,50.694318,7.155366,,,0,,
2759,,Troisdorf Aggua-Bad,,50.809412,7.174222,,,0,,
2760,,Kerpen Plauener Str.,,50.906475,6.680921,,,0,,
2761,,Kerpen Neue Kirche,,50.905766,6.674542,,,0,,
2763,,Odenthal Im Wiesengrund,,51.034694,7.167251,,,0,,
2764,,Lohmar Krewelshof,,50.873294,7.198787,,,0,,
2766,,Frechen Hohlweg,,50.938436,6.772455,,,0,,
2767,,Frechen Auf Dem Rotental,,50.935898,6.787748,,,0,,
2769,,Frechen Marienhofer Weg,,50.933399,6.775671,,,0,,
2770,,Bergheim Carl-Sonnenschein-Str.,,50.950677,6.650573,,,0,,
2771,,Bergheim Pfarrzentrum,,50.956019,6.638778,,,0,,
2772,,Bergheim Alte Kirche,,50.959276,6.636417,,,0,,
2774,,Bergheim Am Heidenpfuhl,,50.966444,6.749431,,,0,,
2775,,Gummersbach An Der Burt,,51.012034,7.560395,,,0,,
2777,,Bergneustadt Firma Wundi,,51.044828,7.697028,,,0,,
2778,,Bergheim Am Burgberg,,50.943710,6.649039,,,0,,
2780,,Gummersbach Brink,,51.056493,7.651496,,,0,,
2781,,Elsdorf Burg Stammeln,,50.918469,6.630925,,,0,,
2782,,Gummersbach Hardtstr.,,51.013066,7.551736,,,0,,
2783,,Marienheide Klosterstr.,,51.087110,7.539056,,,0,,
2784,,Marienheide An Den Leyen,,51.087715,7.546298,,,0,,
2785,,Marienheide Firma Berges,,51.090436,7.547203,,,0,,
2786,,Marienheide Hüttenbergstr. Abzw.,,51.088686,7.541535,,,0,,
2787,,Marienheide Moosbergstr.,,51.088800,7.538370,,,0,,
2788,,Marienheide Wipperweg,,51.089296,7.536830,,,0,,
2789,,Marienheide Linge,,51.098151,7.556555,,,0,,
2790,,Marienheide Kattwinkel/Wernscheid Abzw.,,51.099129,7.562056,,,0,,
2791,,Marienheide Höfel,,51.095202,7.564664,,,0,,
2792,,Marienheide Dürhölzen,,51.071121,7.496605,,,0,,
2793,,Marienheide Unterboinghausen,,51.065077,7.483385,,,0,,
2794,,Marienheide Grunewald,,51.075134,7.483606,,,0,,
2795,,Marienheide Siemerkusen,,51.080024,7.492754,,,0,,
2796,,Marienheide Kempershöhe,,51.090736,7.493755,,,0,,
2797,,Marienheide Mittelweg,,51.091812,7.483355,,,0,,
2798,,Marienheide Scharde,,51.087626,7.510483,,,0,,
2799,,Gummersbach Thaler Weg,,51.041955,7.459988,,,0,,
2801,,Kerpen Europagymnasium,,50.878345,6.689093,,,0,,
2802,,Bonn Röhfeldstr. Ost,,50.742424,7.139619,,,0,,
2803,,Troisdorf Sieglar Schulzentrum/Schwabenweg,,50.809102,7.121790,,,0,,
2804,,Erftstadt Kirchplatz,,50.829199,6.806914,,,0,,
2807,,Köln Niederkasseler Str.,,50.841349,7.104661,,,0,,
2808,,Erftstadt Dr. Josef-Fieger-Str.,,50.805386,6.773917,,,0,,
2809,,Köln Spicher Str.,,50.842773,7.101358,,,0,,
2810,,Bonn Beuel Hallenbad,,50.737572,7.123593,,,0,,
2812,,Troisdorf Rathausstr./Kreisel,,50.800400,7.125483,,,0,,
2813,,Zülpich Am Backesgarten,,50.655593,6.692684,,,0,,
2815,,Weilerswist Gut Neuheim,,50.759480,6.824605,,,0,,
2816,,Weilerswist Neuheim Siedlung,,50.758797,6.813085,,,0,,
2817,,Euskirchen Luisenplatz,,50.661375,6.783256,,,0,,
2820,,Euskirchen Appelsgarten,,50.662530,6.810232,,,0,,
2821,,Euskirchen Otto-Hahn-Str.,,50.610009,6.834829,,,0,,
2823,,Rheinbach Grabenstr.,,50.627001,6.948476,,,0,,
2824,,Wachtberg Seniorenpark,,50.625733,7.135452,,,0,,
2825,,Rheinbreitbach Gebrüder-Grimm-Str.,,50.622840,7.229104,,,0,,
2826,,Rheinbreitbach Neuwieder Str.,,50.616508,7.227667,,,0,,
2827,,Rheinbreitbach Hauptstr.,,50.618258,7.229649,,,0,,
2828,,Unkel Löwenburgstr.,,50.610847,7.224073,,,0,,
2829,,Unkel Drachenfelsstr.,,50.607656,7.223156,,,0,,
2832,,Swisttal Ludendorf Rathaus,,50.660648,6.891832,,,0,,
2833,,Unkel Sportplatz,,50.594521,7.221516,,,0,,
2834,,Unkel Auf Dem Sand,,50.592320,7.224806,,,0,,
2835,,Unkel Heister Kapelle,,50.590554,7.225975,,,0,,
2836,,Erpel Rheinstr.,,50.583108,7.232178,,,0,,
2837,,Erpel Rheinfähre,,50.581938,7.237414,,,0,,
2839,,Kasbach-Ohlenberg Kasbach Abzw.,,50.578711,7.259976,,,0,,
2840,,Linz (Rhein) Linzhausen,,50.572559,7.271006,,,0,,
2845,,Rheinbreitbach Wohnpark,,50.620829,7.229730,,,0,,
2853,,Bad Neuenahr-Ahrweiler Heimersheim Bf,,50.547519,7.175461,,,0,,
2856,,Sinzig Bf,,50.546810,7.257911,,,0,,
2857,,Rösrath Bodderter Weg,,50.925621,7.232476,,,0,,
2858,,Overath Birken,,50.942788,7.260534,,,0,,
2859,,Overath Rappenhohn,,50.940297,7.280457,,,0,,
2860,,Overath Danziger Str.,,50.938003,7.286270,,,0,,
2861,,Overath Alter Friedhof,,50.934148,7.283759,,,0,,
2862,,Euskirchen Kreuzweingarten Wende,,50.604861,6.786625,,,0,,
2869,,Alfter Hüffelweg,,50.740127,7.016722,,,0,,
2877,,Nettersheim Höhenweg,,50.494433,6.623168,,,0,,
2879,,Bornheim Kalkstr.,,50.761690,6.980310,,,0,,
2887,,Much Rathaus,,50.905471,7.402439,,,0,,
2888,,Much Kirche,,50.905555,7.408213,,,0,,
2889,,Nümbrecht Stockheim,,50.929887,7.544129,,,0,,
2893,,Nümbrecht Prombach,,50.927729,7.587726,,,0,,
2894,,Nümbrecht Göpringhausen,,50.908585,7.523375,,,0,,
2897,,Nettersheim Eifelhöhenklinik,,50.483016,6.574367,,,0,,
2898,,Erftstadt Klosengartenstr.,,50.820615,6.809519,,,0,,
2899,,Bergheim Am Mühlenberg,,50.989409,6.744147,,,0,,
2900,,Lindlar Frielingsdorf Friedhof,,51.046482,7.427530,,,0,,
2901,,Wipperfürth Am Buschfelde,,51.077007,7.366138,,,0,,
2902,,Odenthal Scherf,,51.029993,7.162713,,,0,,
2903,,Odenthal Scherf Mitte,,51.030507,7.165249,,,0,,
2904,,Odenthal Schallemich,,51.024489,7.173765,,,0,,
2905,,Odenthal Hochscherf Abzw.,,51.027000,7.178760,,,0,,
2906,,Odenthal Eikamp Schule,,51.020777,7.184360,,,0,,
2907,,Pulheim Kläranlage,,51.030278,6.760111,,,0,,
2909,,Frechen Euro Park/Porta,,50.917049,6.834073,,,0,,
2911,,Frechen Euro Park/Nord,,50.924913,6.828098,,,0,,
2912,,Bergheim Mönchhof,,50.999625,6.680105,,,0,,
2913,,Bergheim Hüchelhoven Schule,,51.013822,6.685614,,,0,,
2914,,Eitorf Sehlenbach,,50.760818,7.502029,,,0,,
2915,,Windeck Alsen,,50.760371,7.547880,,,0,,
2916,,Niederkassel Ludwigsplatz,,50.828733,7.010897,,,0,,
2918,,Windeck Rosbach Friedhof,,50.794473,7.619771,,,0,,
2921,,Waldbröl Biebelshof,,50.879389,7.650055,,,0,,
2923,,Windeck Im Ünken,,50.803819,7.558708,,,0,,
2924,,Waldbröl Diezenkausen Abzw.,,50.891997,7.632520,,,0,,
2925,,Nümbrecht Haan,,50.875115,7.566201,,,0,,
2926,,Nümbrecht Buch,,50.877348,7.550476,,,0,,
2927,,Nümbrecht Geringhauser Mühle,,50.878312,7.542863,,,0,,
2930,,Neunkirchen-Seelscheid Talstr.,,50.870040,7.324261,,,0,,
2934,,Lohmar Im Müllerhof,,50.882564,7.250850,,,0,,
2936,,Hückeswagen Reinsbach Abzw.,,51.154930,7.350286,,,0,,
2937,,Dahlem Hüttenstr.,,50.371123,6.501536,,,0,,
2938,,Dahlem Berk Sportplatz,,50.381333,6.456527,,,0,,
2939,,Dahlem Waldweg,,50.371370,6.431046,,,0,,
2940,,Wermelskirchen Staller Weg,,51.100731,7.270453,,,0,,
2941,,Hückeswagen Busenbacher Weg,,51.148700,7.308457,,,0,,
2942,,Langenfeld Knipprather Str.,,51.105061,6.942199,,,0,,
2943,,Langenfeld Karlstr.,,51.106144,6.946105,,,0,,
2946,,Bergisch Gladbach Hebborn Friedhof,,51.002773,7.120403,,,0,,
2947,,Bergisch Gladbach Alte Wipperfürther Str.,,51.004380,7.129061,,,0,,
2948,,Bergisch Gladbach Brahmsstr.,,51.019605,7.083796,,,0,,
2949,,Bergisch Gladbach Broicher Feld,,51.013280,7.078633,,,0,,
2951,,Leverkusen Wilmersdorfer Str.,,51.050118,7.073713,,,0,,
2952,,Burscheid Mittelstr.,,51.084300,7.112482,,,0,,
2953,,Hellenthal Forsthaus,,50.367570,6.364586,,,0,,
2954,,Bergisch Gladbach Dellbrücker Str./Handstr.,,50.987922,7.087302,,,0,,
2955,,Hückeswagen Industriegebiet,,51.147071,7.303767,,,0,,
2966,,Leverkusen Von-Ketteler-Str.,,51.046409,6.985613,,,0,,
2967,,Radevormwald Im Kamp,,51.226904,7.344233,,,0,,
2968,,Radevormwald Eistringhausen Abzw.,,51.224713,7.333060,,,0,,
2971,,Remagen Rheinhöhenblick,,50.606472,7.154200,,,0,,
2972,,Remagen Kirche,,50.607174,7.161366,,,0,,
2973,,Bedburg Industriegebiet Hammer,,51.015964,6.575318,,,0,,
2996,,Lohmar Dahlhaus,,50.925313,7.246279,,,0,,
2997,,Radevormwald Rathaus,,51.203986,7.357116,,,0,,
2998,,Radevormwald Siedlungsweg,,51.219602,7.307219,,,0,,
2999,,Radevormwald Vogelsmühle,,51.222775,7.308024,,,0,,
3000,,Leverkusen Schlebusch Post,,51.036473,7.051926,,,0,,
3001,,Leverkusen Am Mittelberg,,51.038732,7.058536,,,0,,
3002,,Leverkusen Seniorenzentrum,,51.041695,7.067829,,,0,,
3003,,Leverkusen Otto-Dix-Str.,,51.039929,7.072165,,,0,,
3004,,Leverkusen Franz-Marc-Str.,,51.037763,7.071146,,,0,,
3005,,Leverkusen Kandinskystr.,,51.036732,7.068855,,,0,,
3006,,Leverkusen Edelrath,,51.032221,7.080441,,,0,,
3008,,Leverkusen Uppersberg Abzw.,,51.034486,7.090174,,,0,,
3009,,Leverkusen Engstenberger Weg,,51.037698,7.097535,,,0,,
3010,,Odenthal Pützbusch,,51.041444,7.101573,,,0,,
3011,,Odenthal Wingensiefener Str.,,51.042686,7.106223,,,0,,
3013,,Odenthal Schöne Aussicht,,51.042167,7.108763,,,0,,
3014,,Odenthal Schlinghofener Str.,,51.046451,7.107339,,,0,,
3015,,Odenthal Erberich,,51.050534,7.109034,,,0,,
3016,,Odenthal Holz,,51.054528,7.115319,,,0,,
3017,,Odenthal Schulstr.,,51.058245,7.121400,,,0,,
3018,,Odenthal Gartenstr.,,51.060981,7.121052,,,0,,
3019,,Odenthal Feldstr.,,51.063368,7.122422,,,0,,
3021,,Leverkusen Von-Diergardt-Str.,,51.033157,7.047831,,,0,,
3022,,Leverkusen Bensberger Str.,,51.027840,7.045287,,,0,,
3023,,Leverkusen Karl-Carstens-Ring,,51.028008,7.036496,,,0,,
3024,,Leverkusen Klinikum Leverkusen,,51.029869,7.031392,,,0,,
3025,,Leverkusen Heidehöhe,,51.028937,7.025911,,,0,,
3026,,Leverkusen Scharnhorststr.,,51.032140,7.021491,,,0,,
3027,,Leverkusen Schlebusch Bf,,51.031332,7.015244,,,0,,
3028,,Leverkusen Konrad-Adenauer-Platz,,51.031249,7.008228,,,0,,
3029,,Leverkusen Haberstr.,,51.031427,7.002159,,,0,,
3030,,Leverkusen Hindenburgstr.,,51.032293,6.996590,,,0,,
3031,,Leverkusen Auermühle,,51.029495,7.038083,,,0,,
3032,,Leverkusen Dhünnberg,,51.029979,7.044295,,,0,,
3033,,Leverkusen Museum/Karl-Carstens-Ring,,51.035808,7.036741,,,0,,
3034,,Leverkusen Graf-Galen-Platz,,51.041004,7.031682,,,0,,
3035,,Leverkusen Geschwister-Scholl-Str.,,51.043354,7.028155,,,0,,
3036,,Leverkusen Elisabeth-Von-Thadden-Str.,,51.044129,7.024892,,,0,,
3037,,Leverkusen Borsigstr.,,51.050070,7.014755,,,0,,
3038,,Leverkusen Benzstr.,,51.052040,7.015569,,,0,,
3039,,Leverkusen Quettinger Str.,,51.059859,7.018864,,,0,,
3040,,Leverkusen Jakobistr.,,51.061134,7.028207,,,0,,
3041,,Leverkusen Holzer Weg,,51.062561,7.033588,,,0,,
3042,,Leverkusen Feldsiefer Weg,,51.063387,7.040739,,,0,,
3043,,Leverkusen In Holzhausen,,51.063863,7.044815,,,0,,
3044,,Leverkusen Leineweberstr.,,51.064417,7.050291,,,0,,
3045,,Leverkusen Lützenkirchen Mitte,,51.065274,7.055846,,,0,,
3046,,Leverkusen Wiehbachtal,,51.068371,7.062280,,,0,,
3048,,Burscheid Sieferhof,,51.075818,7.079516,,,0,,
